-6.4404,6.7588,1.9034,0.1051,-1.0690,3.1508,0.2394,5.3917,4.7501,1.3887,-1.3584,3.0061,point_left_1
-4.4317,5.8323,4.0127,-0.2503,-0.9265,3.7437,2.8946,4.4939,2.8204,1.7240,-1.4707,3.8502,point_left_1
-1.2833,4.6663,4.6783,-0.4505,-1.3953,4.3400,3.5195,3.1723,0.8188,1.7657,-1.4599,4.3411,point_left_1
-2.1045,5.5713,-0.1820,-0.7643,-0.9505,4.3656,3.7996,1.7765,0.7949,1.6633,-1.1996,4.3656,point_left_1
4.2066,3.3184,3.9959,-1.0657,-1.2701,4.3569,8.8705,1.2498,-2.2122,1.4370,-1.0357,4.3656,point_left_1
4.3144,4.1228,1.6712,-1.3070,-1.1591,3.4724,10.0796,0.6680,-2.1524,0.8264,-0.6466,4.0702,point_left_1
6.4955,3.5506,4.0677,-1.4987,-1.3671,2.8394,12.1889,-0.1341,-2.0638,0.3371,-0.6314,3.4668,point_left_1
8.1187,4.1970,5.1667,-0.8503,-0.7077,1.5118,15.0811,0.5650,-1.3862,0.1236,-0.4967,1.8854,point_left_1
6.2632,5.3295,5.5186,-0.6590,-0.1010,0.9928,12.0069,0.6033,0.2538,0.0177,0.4423,1.1377,point_left_1
6.4859,5.3870,6.1076,-0.4612,-0.1795,0.6058,12.4163,0.8332,-0.6129,-0.0309,-0.1447,0.7051,point_left_1
6.0525,5.5330,5.5881,-0.4126,-0.1943,0.3012,11.1091,0.4310,0.6919,-0.0937,0.1198,0.3784,point_left_1
5.6527,5.0422,6.0286,-0.1653,-0.0236,0.2216,10.9966,-0.0096,0.6847,0.0121,0.0115,0.1947,point_left_1
6.1435,4.9799,5.8395,-0.0584,0.0541,0.0396,11.2384,0.1149,0.6895,0.0389,0.0822,-0.0802,point_left_1
5.2577,5.1044,6.2153,0.0809,0.0910,-0.0125,10.5919,0.5387,0.6967,0.0746,0.0815,-0.1406,point_left_1
5.3343,5.3247,4.8123,0.1585,0.0041,-0.0602,10.2089,0.8236,-0.0742,0.0345,-0.1460,-0.1653,point_left_1
5.0685,5.2529,4.9105,-0.0161,0.0815,-0.1471,9.7827,0.8021,0.5148,0.0157,0.1275,-0.2021,point_left_1
4.7525,5.3367,5.0470,0.0414,0.0152,-0.0815,9.8330,0.9577,0.2538,0.0117,-0.0807,-0.1128,point_left_1
5.1715,5.1427,5.2601,0.0353,0.0180,-0.1271,9.9982,0.8236,0.0072,-0.0376,-0.0308,-0.0947,point_left_1
5.4516,5.0374,5.7126,0.0637,-0.0681,-0.2166,10.5896,0.5531,0.2753,-0.0901,-0.1356,-0.2378,point_left_1
6.1866,4.9297,5.5976,0.3047,-0.0320,-0.4603,12.2439,0.3256,0.1748,-0.1266,-0.2322,-0.6055,point_left_1
7.0294,4.7932,5.2672,0.5051,0.3864,-0.8832,13.2854,0.1652,-0.4214,-0.0446,0.0093,-1.1490,point_left_1
7.2113,5.1092,4.4221,0.7641,0.7041,-1.5439,12.8162,0.4836,-1.2737,-0.1372,0.3463,-2.1406,point_left_1
6.0478,5.4684,3.7134,0.5264,1.3311,-2.0053,11.0732,1.0606,-1.5275,-0.3343,1.0102,-2.3109,point_left_1
4.1492,5.4109,5.0542,0.4647,1.0677,-2.4197,9.9575,1.9393,-1.8244,-0.7152,1.0525,-2.6364,point_left_1
3.3782,5.5545,3.9313,0.7565,-0.0204,-2.9339,9.3541,1.8675,0.6440,-1.2228,-0.0982,-3.3160,point_left_1
2.2769,5.4037,3.3064,0.5985,1.3555,-3.2603,9.3972,2.8850,0.1508,-1.0869,1.2594,-3.0369,point_left_1
0.9433,4.6232,3.1220,0.2982,0.9583,-3.9520,10.5177,3.6990,-1.5131,-1.7046,0.6695,-4.1648,point_left_1
-2.1763,5.0805,2.0830,0.1583,1.9895,-3.9169,2.2098,1.8699,1.9225,-2.0816,2.4252,-4.3657,point_left_1
-3.7541,4.2737,3.2178,0.7582,3.4668,-3.5639,5.1092,3.2226,5.4133,-0.2258,3.4238,-3.3223,point_left_1
-6.0142,5.2146,1.7980,0.7040,2.4630,-3.3620,1.0463,5.3558,1.3240,-0.2858,2.3257,-4.1548,point_left_1
-9.7181,6.6990,2.3750,0.1563,1.8766,-2.5812,-6.2991,6.8833,2.8515,-0.7973,2.8583,-2.9392,point_left_1
-9.3901,6.0382,2.1500,0.1569,-0.1263,-1.7817,-2.6217,7.6088,4.2713,-0.8811,-0.1322,-1.2777,point_left_1
-8.6215,5.9161,1.7023,0.0169,-0.5216,-1.0845,-1.3886,7.4819,5.9664,-0.7448,-0.4525,-0.7095,point_left_1
-8.2313,5.5713,1.7478,-0.2557,-0.1021,-0.6991,-0.9649,7.6160,5.5545,-0.4786,0.1026,-0.5329,point_left_1
-7.9152,5.3965,2.9712,-0.3756,-0.2852,-0.3985,-0.8045,7.5465,5.6360,-0.4716,-0.0897,-0.1418,point_left_1
-7.7979,5.2194,3.3399,-0.2401,-0.2709,-0.2537,-0.6393,7.1323,6.2680,-0.3281,-0.1015,-0.1071,point_left_1
-7.4340,5.4492,3.1460,-0.1268,-0.0725,0.0698,-0.2059,7.2089,5.6886,-0.0903,-0.1006,0.1142,point_left_1
-6.8738,5.0422,3.5386,-0.1539,-0.1744,0.1069,0.0934,6.9336,5.5498,-0.0609,-0.0853,0.0883,point_left_1
-7.1371,5.3558,2.7821,-0.0432,-0.2050,0.1993,-0.2322,6.9743,5.5378,-0.0175,-0.2407,0.1805,point_left_1
